Journal Title,JIF,JIF5Years
ADVANCED FUNCTIONAL MATERIALS,18.5,19.6
ADVANCED HEALTHCARE MATERIALS,10,11.3
ADVANCED INDUSTRIAL AND ENGINEERING POLYMER RESEARCH,9.9,N/A
ADVANCED INTELLIGENT SYSTEMS,6.8,7.7
ADVANCED MANUFACTURING-POLYMER and COMPOSITES SCIENCE,1.8,2.1
ADVANCED MATERIALS,27.4,30.2
ADVANCED MATERIALS and PROCESSES,0.8,0.5
ADVANCED MATERIALS INTERFACES,4.3,5.2
ADVANCED MATERIALS TECHNOLOGIES,6.4,8
ADVANCED MODELING AND SIMULATION IN ENGINEERING SCIENCES,2,N/A
ADVANCED NANOBIOMED RESEARCH,4,4
ADVANCED NONLINEAR STUDIES,2.1,1.8
ADVANCED OPTICAL MATERIALS,8,9
ADVANCED OPTICAL TECHNOLOGIES,2.3,1.8
ADVANCED PHARMACEUTICAL BULLETIN,3.1,4.3
ADVANCED PHOTONICS,20.6,16.5
ADVANCED PHOTONICS RESEARCH,3.7,3.6
ADVANCED POWDER MATERIALS,28.6,28.6
ADVANCED POWDER TECHNOLOGY,4.2,4.3
ADVANCED QUANTUM TECHNOLOGIES,4.4,5.3
ADVANCED ROBOTICS,1.4,2.2
ADVANCED SCIENCE,14.3,16.3
ADVANCED STEEL CONSTRUCTION,1.7,1.4
ADVANCED STUDIES-EURO-TBILISI MATHEMATICAL JOURNAL,0.4,0.4
ADVANCED SUSTAINABLE SYSTEMS,6.5,6.6
ADVANCED SYNTHESIS and CATALYSIS,4.4,4.6
ADVANCED THEORY AND SIMULATIONS,2.9,3.3
ADVANCED THERAPEUTICS,3.7,4.7
ADVANCEMENTS IN LIFE SCIENCES,0.9,0.8
ADVANCEMENTS OF MICROBIOLOGY,0.3,0.5
ADVANCES AND APPLICATIONS IN DISCRETE MATHEMATICS,0.3,0.2
ADVANCES AND APPLICATIONS IN STATISTICS,0.1,0.1
ADVANCES IN ACCOUNTING,1.2,1.9
ADVANCES IN AERODYNAMICS,2.9,2.9
ADVANCES IN AGRICULTURE,1.8,N/A
ADVANCES IN AIRCRAFT AND SPACECRAFT SCIENCE,0.8,1
ADVANCES IN ANATOMIC PATHOLOGY,5.1,5.2
ADVANCES IN APPLIED CERAMICS,1.3,2.2
ADVANCES IN APPLIED CLIFFORD ALGEBRAS,1.1,1.1
ADVANCES IN APPLIED ENERGY,13,13.1
ADVANCES IN APPLIED MATHEMATICS,1,0.9
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,1.5,1.1
ADVANCES IN APPLIED PROBABILITY,0.9,1.1
ADVANCES IN ARCHAEOLOGICAL PRACTICE,1.9,1.8
ADVANCES IN ASTRONOMY,1.6,1.3
ADVANCES IN ASTRONOMY AND SPACE PHYSICS,0.2,0.2
ADVANCES IN ATMOSPHERIC SCIENCES,6.5,5.2
ADVANCES IN AUTISM,1.1,1.7
ADVANCES IN BUILDING ENERGY RESEARCH,2.1,2.1
ADVANCES IN CALCULUS OF VARIATIONS,1.3,1.5
ADVANCES IN CANCER BIOLOGY-METASTASIS,2,2
ADVANCES IN CEMENT RESEARCH,1.4,1.7
ADVANCES IN CHRONIC KIDNEY DISEASE,2,3.8
ADVANCES IN CIVIL AND ARCHITECTURAL ENGINEERING,0.8,0.8
ADVANCES IN CIVIL ENGINEERING,1.5,1.8
ADVANCES IN CIVIL ENGINEERING MATERIALS,1.4,1.2
ADVANCES IN CLIMATE CHANGE RESEARCH,6.4,6.9
ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,2.1,2
ADVANCES IN COGNITIVE PSYCHOLOGY,1,1.3
ADVANCES IN COLLOID AND INTERFACE SCIENCE,15.9,16.4
ADVANCES IN COMPLEX SYSTEMS,0.7,0.9
"ADVANCES IN COMPUTATIONAL DESIGN, AN INTERNATIONAL JOURNAL",0.9,1.3
ADVANCES IN COMPUTATIONAL MATHEMATICS,1.7,2
ADVANCES IN CONCRETE CONSTRUCTION,2.2,2.3
ADVANCES IN CONDENSED MATTER PHYSICS,1.5,1.4
ADVANCES IN CONTINUOUS AND DISCRETE MODELS,2.3,2.3
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,1.4,1.6
ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS,0.5,0.6
ADVANCES IN DEVELOPING HUMAN RESOURCES,3.1,3.3
ADVANCES IN DIFFERENCE EQUATIONS,3.1,2.3
ADVANCES IN DIFFERENTIAL EQUATIONS,1.5,1.5
ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES,0.2,0.2
ADVANCES IN DIGESTIVE MEDICINE,0.3,0.3
ADVANCES IN DUAL DIAGNOSIS,0.8,1.1
ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,0.7,0.7
ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING,0.5,0.5
ADVANCES IN ENERGY RESEARCH,0.5,0.5
ADVANCES IN ENGINEERING SOFTWARE,4,4
ADVANCES IN ENVIRONMENTAL RESEARCH-AN INTERNATIONAL JOURNAL,1.1,N/A
ADVANCES IN FUZZY SYSTEMS,1.4,1.3
ADVANCES IN GEODESY AND GEOINFORMATION,0.6,0.6
ADVANCES IN GEO-ENERGY RESEARCH,9,N/A
ADVANCES IN GEOMETRY,0.5,0.5
ADVANCES IN GERONTOLOGY,0.6,0.4
ADVANCES IN GROUP THEORY AND APPLICATIONS,0.4,0.6
ADVANCES IN HEALTH SCIENCES EDUCATION,3,4
ADVANCES IN HIGH ENERGY PHYSICS,1.5,1.4
ADVANCES IN HOSPITALITY AND TOURISM RESEARCH-AHTR,1.2,1.4
ADVANCES IN HUMAN BIOLOGY,0.4,0.5
ADVANCES IN HUMAN-COMPUTER INTERACTION,2.3,2.7
ADVANCES IN INDUSTRIAL AND MANUFACTURING ENGINEERING,3.9,3.9
ADVANCES IN INTEGRATIVE MEDICINE,1.2,1.3
ADVANCES IN LABORATORY MEDICINE-AVANCES EN MEDICINA DE LABORATORIO,1.1,1.1
ADVANCES IN LIFE COURSE RESEARCH,1.9,3.3
ADVANCES IN MANUFACTURING,4.2,4.6
ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES,2,2.1
ADVANCES IN MATERIALS RESEARCH-AN INTERNATIONAL JOURNAL,1.9,2
ADVANCES IN MATERIALS SCIENCE,1.5,1.9
ADVANCES IN MATHEMATICAL PHYSICS,1,1.1
ADVANCES IN MATHEMATICS,1.5,1.7
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,0.7,0.8
ADVANCES IN MECHANICAL ENGINEERING,1.9,1.8
ADVANCES IN MEDICAL EDUCATION AND PRACTICE,1.8,2.2
ADVANCES IN MEDICAL SCIENCES,2.5,2.6
ADVANCES IN MENTAL HEALTH,1.4,1.4
ADVANCES IN MENTAL HEALTH AND INTELLECTUAL DISABILITIES,1.2,1.1
ADVANCES IN METEOROLOGY,2.1,2.4
ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,15.6,19.1
ADVANCES IN MULTIMEDIA,0.7,0.9
ADVANCES IN NANO RESEARCH,4.3,4.6
ADVANCES IN NATURAL SCIENCES-NANOSCIENCE AND NANOTECHNOLOGY,1.7,N/A
ADVANCES IN NEONATAL CARE,1.6,1.9
ADVANCES IN NEURODEVELOPMENTAL DISORDERS,1.3,N/A
ADVANCES IN NONLINEAR ANALYSIS,3.2,2.6
ADVANCES IN NURSING SCIENCE,1.6,2.3
ADVANCES IN NUTRITION,8,10.6
ADVANCES IN OPERATIONS RESEARCH,0.8,1.9
ADVANCES IN OPERATOR THEORY,0.8,0.7
ADVANCES IN OPTICS AND PHOTONICS,25.2,25.8
ADVANCES IN ORTHOPEDICS,1.2,1.4
ADVANCES IN PHARMACOLOGICAL AND PHARMACEUTICAL SCIENCES,2.1,2.6
ADVANCES IN PHARMACOLOGY AND PHARMACY,0.4,0.5
ADVANCES IN PHYSICS,35,41.3
ADVANCES IN PHYSICS-X,7.7,8.1
ADVANCES IN PHYSIOLOGY EDUCATION,1.7,2.3
ADVANCES IN POLYMER TECHNOLOGY,2,2.5
ADVANCES IN PRODUCTION ENGINEERING and MANAGEMENT,2.8,2.3
ADVANCES IN PUBLIC HEALTH,1.7,N/A
ADVANCES IN PURE AND APPLIED MATHEMATICS,0.5,0.6
ADVANCES IN RADIATION ONCOLOGY,2.2,2.4
ADVANCES IN RADIO SCIENCE,0.6,1.1
ADVANCES IN RESPIRATORY MEDICINE,1.8,1.5
ADVANCES IN RHEUMATOLOGY,2,2.6
ADVANCES IN SAMPLE PREPARATION,5.2,5.2
ADVANCES IN SCIENCE AND TECHNOLOGY-RESEARCH JOURNAL,1,0.8
ADVANCES IN SIMULATION,2.8,N/A
ADVANCES IN SKIN and WOUND CARE,1.7,2.3
ADVANCES IN SPACE RESEARCH,2.8,2.6
ADVANCES IN STRUCTURAL ENGINEERING,2.1,2.4
ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,1,1.5
ADVANCES IN THERAPY,3.4,4
ADVANCES IN TRADITIONAL MEDICINE,1.8,1.7
ADVANCES IN TRIBOLOGY,1.5,1.5
ADVANCES IN UROLOGY,1.8,3.1
ADVANCES IN VIROLOGY,1.1,1.2
ADVANCES IN WATER RESOURCES,4,4.5
ADVANCES IN WEED SCIENCE,1.8,1.8
ADVANCES IN WOUND CARE,5.8,7.8
AEDOS-REVISTA DO CORPO DISCENTE DO PROGRAMA DE POS-GRADUACAO EM HISTORIA DA UFRGS,<0.1,<0.1
AEM EDUCATION AND TRAINING,1.7,1.9
AEOLIAN RESEARCH,3.1,3
AEQUATIONES MATHEMATICAE,0.9,0.9
AERA OPEN,3.5,3.8
AEROBIOLOGIA,2.2,2.3
AERONAUTICAL JOURNAL,1.4,1.3
AEROSOL AND AIR QUALITY RESEARCH,2.5,2.8
AEROSOL SCIENCE AND ENGINEERING,1.6,1.6
AEROSOL SCIENCE AND TECHNOLOGY,2.8,3.4
AEROSPACE,2.1,2.4
AEROSPACE AMERICA,<0.1,<0.1
AEROSPACE MEDICINE AND HUMAN PERFORMANCE,0.9,1
AEROSPACE RESEARCH IN BULGARIA,0.1,0.1
AEROSPACE SCIENCE AND TECHNOLOGY,5,4.8
AESTHETIC PLASTIC SURGERY,2,2.4
AESTHETIC SURGERY JOURNAL,3,3.4
AESTIMUM,0.8,1
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,3,2.6
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,0.1,0.1
AFFECTIVE SCIENCE,2.1,2.2
AFFILIA-FEMINIST INQUIRY IN SOCIAL WORK,2.3,2.5
AFGHANISTAN,0.3,0.4
AFINIDAD,0.2,0.3
AFKAR-JURNAL AKIDAH and PEMIKIRAN ISLAM-JOURNAL OF AQIDAH and ISLAMIC THOUGHT,0.4,0.4
AFRICA,1.2,1.3
AFRICA EDUCATION REVIEW,0.2,0.6
AFRICA JOURNAL OF MANAGEMENT,1.2,N/A
AFRICA REVIEW,0.2,0.5
AFRICA SPECTRUM,1.9,2
AFRICAN AFFAIRS,1.9,2.9
AFRICAN AMERICAN REVIEW,0.3,0.7
AFRICAN AND ASIAN STUDIES,0.2,0.4
AFRICAN ARCHAEOLOGICAL REVIEW,2,1.9
AFRICAN ARTS,0.3,0.5
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,3.1,2.9
AFRICAN DIASPORA,0.3,0.5
AFRICAN DISABILITY RIGHTS YEARBOOK,<0.1,0.1
AFRICAN ECONOMIC HISTORY,0.7,0.7
AFRICAN ENTOMOLOGY,1.2,1.6
AFRICAN GEOGRAPHICAL REVIEW,0.9,1.4
AFRICAN HEALTH SCIENCES,0.8,1.3
AFRICAN HISTORICAL REVIEW,0.1,0.1
AFRICAN INVERTEBRATES,0.8,0.6
AFRICAN JOURNAL OF ACCOUNTING AUDITING AND FINANCE,0.3,0.3
AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS-AFJARE,0.4,0.7
AFRICAN JOURNAL OF AQUATIC SCIENCE,1.1,1.7
AFRICAN JOURNAL OF BUSINESS ETHICS,0.6,0.7
AFRICAN JOURNAL OF DISABILITY,1.3,1.8
AFRICAN JOURNAL OF ECOLOGY,1.1,1.2
AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES,1.4,1.7
AFRICAN JOURNAL OF EMERGENCY MEDICINE,1.4,1.4
AFRICAN JOURNAL OF HEALTH PROFESSIONS EDUCATION,0.4,0.5
AFRICAN JOURNAL OF HERPETOLOGY,0.8,0.9
AFRICAN JOURNAL OF INFORMATION SYSTEMS,0.4,0.7
AFRICAN JOURNAL OF INTERNATIONAL AND COMPARATIVE LAW,0.3,0.3
AFRICAN JOURNAL OF LABORATORY MEDICINE,1,1.2
AFRICAN JOURNAL OF LEGAL STUDIES,0.1,0.2
AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE,0.3,0.6
AFRICAN JOURNAL OF MARINE SCIENCE,1.4,1.3
AFRICAN JOURNAL OF NURSING AND MIDWIFERY,0.5,0.4
AFRICAN JOURNAL OF PRIMARY HEALTH CARE and FAMILY MEDICINE,1.2,1.9
AFRICAN JOURNAL OF RANGE and FORAGE SCIENCE,1.4,1.8
AFRICAN JOURNAL OF REPRODUCTIVE HEALTH,0.7,1
AFRICAN JOURNAL OF RESEARCH IN MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,0.7,1.1
AFRICAN JOURNAL OF RHETORIC,0.1,0.1
AFRICAN JOURNAL OF SCIENCE TECHNOLOGY INNOVATION and DEVELOPMENT,1.3,1.3
AFRICAN JOURNAL OF UROLOGY,0.5,0.5
AFRICAN JOURNAL ON CONFLICT RESOLUTION,0.1,0.3
AFRICAN JOURNALISM STUDIES,1.1,1.5
AFRICAN REVIEW OF ECONOMICS AND FINANCE-AREF,0.9,0.8
AFRICAN SECURITY,1.7,1.8
AFRICAN SECURITY REVIEW,1.1,1.3
AFRICAN SOCIOLOGICAL REVIEW,0.1,0.2
AFRICAN STUDIES,1,0.9
AFRICAN STUDIES REVIEW,0.8,1.3
AFRICAN VISION AND EYE HEALTH JOURNAL,0.4,0.5
AFRICAN ZOOLOGY,0.6,1.1
AFRICANA LINGUISTICA,0.2,0.4
AFRIKA MATEMATIKA,0.9,0.8
AFRIQUES-DEBATS METHODES ET TERRAINS D HISTOIRE,0.3,0.8
AFTERALL,<0.1,0.1
AGATHOS-AN INTERNATIONAL REVIEW OF THE HUMANITIES AND SOCIAL SCIENCES,0.1,0.1
AGE AND AGEING,6,8.3
AGE OF HUMAN RIGHTS JOURNAL,0.2,0.2
AGEING and SOCIETY,2.3,2.5
AGEING INTERNATIONAL,1,1.3
AGEING RESEARCH REVIEWS,12.5,13
AGENDA-EMPOWERING WOMEN FOR GENDER EQUITY,0.5,0.8
AGER-REVISTA DE ESTUDIOS SOBRE DESPOBLACION Y DESARROLLO RURAL,1.1,1.1
AGGREGATE,13.9,14.9
AGGRESSION AND VIOLENT BEHAVIOR,3.4,5
AGGRESSIVE BEHAVIOR,2.7,3.2
AGING and MENTAL HEALTH,2.8,3.4
AGING AND DISEASE,7,7.1
AGING BRAIN,1.7,2
AGING CELL,8,9.7
AGING CLINICAL AND EXPERIMENTAL RESEARCH,3.4,3.5
AGING MALE,2.7,2.6
AGING MEDICINE,2.2,N/A
AGING MEDICINE AND HEALTHCARE,1,1
AGING NEUROPSYCHOLOGY AND COGNITION,1.6,1.7
AGING-US,3.9,4.9
AGORA PARA LA EDUCACION FISICA Y EL DEPORTE,0.2,0.4
AGORA-ESTUDOS CLASSICOS EM DEBATE,0.1,0.1
AGORA-PAPELES DE FILOSOFIA,0.1,0.1
AGRARFORSCHUNG SCHWEIZ,0.4,0.3
AGRARIAN SOUTH-JOURNAL OF POLITICAL ECONOMY,0.7,N/A
AGREKON,1.6,1.7
AGRIBUSINESS,2.1,2.7
AGRICULTURA SOCIEDAD Y DESARROLLO,0.1,0.3
AGRICULTURAL and ENVIRONMENTAL LETTERS,2.3,2.7
AGRICULTURAL AND FOOD ECONOMICS,4,N/A
AGRICULTURAL AND FOOD SCIENCE,1,1.2
AGRICULTURAL AND FOREST ENTOMOLOGY,1.6,1.8
AGRICULTURAL AND FOREST METEOROLOGY,5.6,6.3
AGRICULTURAL AND RESOURCE ECONOMICS REVIEW,1.3,1.7
AGRICULTURAL AND RESOURCE ECONOMICS-INTERNATIONAL SCIENTIFIC E-JOURNAL,1.1,0.8
AGRICULTURAL ECONOMICS,4.5,4.7
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,1.9,2
AGRICULTURAL FINANCE REVIEW,1.5,1.9
AGRICULTURAL HISTORY,0.4,0.6
AGRICULTURAL HISTORY REVIEW,0.6,0.5
AGRICULTURAL RESEARCH,1.4,1.5
AGRICULTURAL SCIENCE AND PRACTICE,0.4,0.4
AGRICULTURAL SYSTEMS,6.1,6.4
AGRICULTURAL WATER MANAGEMENT,5.9,6.2
AGRICULTURE AND HUMAN VALUES,3.5,4.2
AGRICULTURE ECOSYSTEMS and ENVIRONMENT,6,6.4
AGRICULTURE-BASEL,3.3,3.5
AGRIENGINEERING,3,3.1
AGRISOST,0.3,0.2
AGRITECH,0.2,0.1
AGRI-THE JOURNAL OF THE TURKISH SOCIETY OF ALGOLOGY,0.8,1
AGRIVITA,0.6,0.7
AGROCHIMICA,0.6,0.7
AGROCIENCIA,0.5,0.6
AGROCIENCIA URUGUAY,0.4,0.5
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,2.4,3.3
AGROFORESTRY SYSTEMS,2,2.5
AGROINDUSTRIA SOCIEDAD Y AMBIENTE ASA,<0.1,<0.1
AGROLIFE SCIENTIFIC JOURNAL,0.6,0.7
AGRONOMIA MESOAMERICANA,0.6,0.6
AGRONOMY FOR SUSTAINABLE DEVELOPMENT,6.4,7.9
AGRONOMY JOURNAL,2,2.5
AGRONOMY-BASEL,3.3,3.7
AGROSYSTEMS GEOSCIENCES and ENVIRONMENT,1.3,1.5
AGU ADVANCES,8.3,8.4
AGUA Y TERRITORIO,0.8,0.8
AI,3.1,3.3
AI and SOCIETY,2.9,2.9
AI COMMUNICATIONS,1.4,1
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,1.7,1.7
AI MAGAZINE,2.5,3.1
AIAA JOURNAL,2.1,2.5
AIB STUDI,0.2,0.2
AIBR-REVISTA DE ANTROPOLOGIA IBEROAMERICANA,0.3,0.3
AICHE JOURNAL,3.5,3.6
AIDS,3.4,3.5
AIDS AND BEHAVIOR,2.7,3.3
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,1.2,1.8
AIDS EDUCATION AND PREVENTION,1.6,1.6
AIDS PATIENT CARE AND STDS,3.4,4.3
AIDS RESEARCH AND HUMAN RETROVIRUSES,1.5,2
AIDS RESEARCH AND THERAPY,2.1,2.4
AIDS RESEARCH AND TREATMENT,1.1,1.5
AIDS REVIEWS,1.9,2.1
AILA REVIEW,1,1.2
AIMS AGRICULTURE AND FOOD,1.9,1.9
AIMS ALLERGY AND IMMUNOLOGY,0.9,0.7
AIMS BIOENGINEERING,1,1.4
AIMS BIOPHYSICS,1.1,1
AIMS ENERGY,1.8,1.6
AIMS ENVIRONMENTAL SCIENCE,1.6,1.7
AIMS GEOSCIENCES,0.9,1
AIMS MATERIALS SCIENCE,1.4,1.9
AIMS MATHEMATICS,1.8,1.7
AIMS MEDICAL SCIENCE,0.4,0.4
AIMS MICROBIOLOGY,2.7,7.1
AIMS MOLECULAR SCIENCE,0.7,0.8
AIMS NEUROSCIENCE,3.1,2.7
AIMS PUBLIC HEALTH,3.1,2.7
AIN SHAMS ENGINEERING JOURNAL,6,5.2
AIN SHAMS JOURNAL OF ANESTHESIOLOGY,0.5,0.5
AIP ADVANCES,1.4,1.4
AIR and SPACE LAW,0.4,0.4
AIR QUALITY ATMOSPHERE AND HEALTH,2.9,3.4
AIR SOIL AND WATER RESEARCH,3.5,3.4
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,1.2,1.2
AISTHEMA-INTERNATIONAL JOURNAL,<0.1,<0.1
AISTHESIS-PRATICHE LINGUAGGI E SAPERI DELL ESTETICO,0.3,0.3
AITIA-REGARDS SUR LA CULTURE HELLENISTIQUE AU XXIE SIECLE,<0.1,0.1
AJALOOLINE AJAKIRI-THE ESTONIAN HISTORICAL JOURNAL,0.1,0.1
AJAR-AFRICAN JOURNAL OF AIDS RESEARCH,1.1,1.3
AJIDD-AMERICAN JOURNAL ON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,1.9,2.5
AJIL UNBOUND,1.2,N/A
AJP REPORTS,0.8,1.1
AJS REVIEW-THE JOURNAL OF THE ASSOCIATION FOR JEWISH STUDIES,0.7,0.7
AJSP-REVIEWS AND REPORTS,0.1,0.1
AKADEMIKA,0.3,0.4
AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS,1,0.8
AKROTERION-JOURNAL FOR THE CLASSICS IN SOUTH AFRICA,<0.1,0.1
AKTUALNI GYNEKOLOGIE A PORODNICTVI,0.1,0.1
AKTUALNOSCI NEUROLOGICZNE,<0.1,<0.1
AKTUELLE DERMATOLOGIE,0.1,0.1
AKTUELLE ERNAHRUNGSMEDIZIN,0.1,0.3
AKTUELLE KARDIOLOGIE,<0.1,<0.1
AKTUELLE RHEUMATOLOGIE,0.2,0.2
AKTUELLE UROLOGIE,0.3,0.3
AKUSTIKA,0.1,0.1
AKZENTE-ZEITSCHRIFT FUR LITERATUR,<0.1,<0.1
ALABE-REVISTA DE INVESTIGACION SOBRE LECTURA Y ESCRITURA,0.6,0.5
AL-ARABIYYA-JOURNAL OF THE AMERICAN ASSOCIATION OF TEACHERS OF ARABIC,0.2,0.2
AL-BAYAN-JOURNAL OF QURAN AND HADITH STUDIES,0.2,0.3
ALBERTA LAW REVIEW,0.3,0.3
ALCHERINGA,1.2,1.3
ALCOHOL,2.5,2.2
ALCOHOL AND ALCOHOLISM,2.1,2.4
ALCOHOL RESEARCH-CURRENT REVIEWS,6.8,12.5
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,3,3.6
ALCOHOLISM TREATMENT QUARTERLY,0.6,0.8
ALDRICHIMICA ACTA,2.2,2.1
ALEA-ESTUDOS NEOLATINOS,0.1,0.1
ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,0.6,0.7
ALEPH-HISTORICAL STUDIES IN SCIENCE and JUDAISM,0.2,0.2
ALERGIA ASTMA IMMUNOLOGIA,0.2,0.1
ALERGOLOGIA POLSKA-POLISH JOURNAL OF ALLERGOLOGY,0.2,0.1
ALEXANDRIA ENGINEERING JOURNAL,6.2,5.6
ALEXANDRIA JOURNAL OF MEDICINE,0.8,3.6
ALGAE,3.1,2.4
ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,4.6,4.8
ALGEBRA and NUMBER THEORY,0.9,1.1
ALGEBRA AND DISCRETE MATHEMATICS,0.3,0.2
ALGEBRA AND LOGIC,0.4,0.5
ALGEBRA COLLOQUIUM,0.4,0.5
ALGEBRA UNIVERSALIS,0.6,0.5
ALGEBRAIC AND GEOMETRIC TOPOLOGY,0.6,0.7
ALGEBRAIC GEOMETRY,1.2,1.4
ALGEBRAS AND REPRESENTATION THEORY,0.5,0.6
ALGORITHMIC FINANCE,0.3,0.4
ALGORITHMICA,0.9,1
ALGORITHMS,1.8,1.9
ALGORITHMS FOR MOLECULAR BIOLOGY,1.5,1.3
ALICANTE JOURNAL OF ENGLISH STUDIES-REVISTA ALICANTINA DE ESTUDIOS INGLESES,0.3,N/A
ALIMENTARY PHARMACOLOGY and THERAPEUTICS,6.6,7.4
AL-JAMIAH-JOURNAL OF ISLAMIC STUDIES,0.3,0.3
ALKOHOLIZM I NARKOMANIA-ALCOHOLISM AND DRUG ADDICTION,0.1,0.3
ALL AZIMUTH-A JOURNAL OF FOREIGN POLICY AND PEACE,0.7,0.9
ALL EARTH,2.2,2.2
ALL LIFE,1,1
ALLERGO JOURNAL,1.1,1.3
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,2.5,2.2
ALLERGOLOGIE,1.4,0.7
ALLERGOLOGY INTERNATIONAL,6.2,6.6
ALLERGY,12.6,11.8
ALLERGY and RHINOLOGY,2.3,1.8
ALLERGY AND ASTHMA PROCEEDINGS,2.6,2.7
ALLERGY ASTHMA and IMMUNOLOGY RESEARCH,4.1,4.8
ALLERGY ASTHMA and RESPIRATORY DISEASE,0.2,0.2
ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,2.6,3.5
ALLGEMEINE ZEITSCHRIFT FUR PHILOSOPHIE,0.1,0.1
AL-MASAQ-JOURNAL OF THE MEDIEVAL MEDITERRANEAN,0.3,0.5
ALMATOURISM-JOURNAL OF TOURISM CULTURE AND TERRITORIAL DEVELOPMENT,0.5,0.6
ALOMA-REVISTA DE PSICOLOGIA CIENCIES DE L EDUCACIO I DE L ESPORT,1,1.2
ALPHA PSYCHIATRY,1.3,1.3
ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA,0.1,0.1
ALPINE BOTANY,2.6,2.3
ALPINE ENTOMOLOGY,0.4,0.8
AL-QANTARA,0.4,0.4
AL-SHAJARAH,0.1,0.4
ALSIC-APPRENTISSAGE DES LANGUES ET SYSTEMS D INFORMATION ET DE COMMUNICATION,0.3,0.2
ALTER-EUROPEAN JOURNAL OF DISABILITY RESEARCH,0.9,1.1
ALTERIDAD-REVISTA DE EDUCACION,1.1,1.2
ALTERNATIVAS. CUADERNOS DE TRABAJO SOCIAL,0.4,N/A
ALTERNATIVE LAW JOURNAL,0.7,0.7
ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,1.9,1.7
ALTERNATIVE-AN INTERNATIONAL JOURNAL OF INDIGENOUS PEOPLES,1.6,2
ALTERNATIVES,1.4,1.4
ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,4.5,5
ALTRE MODERNITA-RIVISTA DI STUDI LETTERARI E CULTURALI,<0.1,0.1
ALZHEIMER DISEASE and ASSOCIATED DISORDERS,1.8,2.5
ALZHEIMERS and DEMENTIA,13,16
"ALZHEIMER'S and DEMENTIA: DIAGNOSIS, ASSESSMENT and DISEASE MONITORING",4,N/A
ALZHEIMERS and DEMENTIA-TRANSLATIONAL RESEARCH and CLINICAL INTERVENTIONS,4.9,N/A
ALZHEIMERS RESEARCH and THERAPY,7.9,8.3
AM JOURNAL OF ART AND MEDIA STUDIES,<0.1,0.1
AMA-AGRICULTURAL MECHANIZATION IN ASIA AFRICA AND LATIN AMERICA,0.4,0.4
AMALTEA-REVISTA DE MITOCRITICA,<0.1,<0.1
AMAZONIA INVESTIGA,0.5,0.3
AMB EXPRESS,3.5,3.8
AMBIO,5.8,6.2
AMBITOS-REVISTA DE ESTUDIOS DE CIENCIAS SOCIALES Y HUMANIDADES,0.6,0.6
AMBIX,0.3,0.5
AME CASE REPORTS,0.7,N/A
AMEGHINIANA,1.2,1.4
AMERASIA JOURNAL,0.4,1
AMERICA LATINA HOY-REVISTA DE CIENCIAS SOCIALES,0.2,0.5
AMERICA SIN NOMBRE,0.2,0.2
AMERICAN ANNALS OF THE DEAF,1,1.4
AMERICAN ANTHROPOLOGIST,2.6,3.2
AMERICAN ANTIQUITY,2.7,2.5
AMERICAN ART,0.3,0.3
AMERICAN BANKRUPTCY LAW JOURNAL,0.6,0.4
AMERICAN BEHAVIORAL SCIENTIST,2.3,3
